timestamp,prompt,latency_s,tokens_per_sec,acceptance_rate,cache_hit,draft_model,fallback_triggered,fallback_reason,batch_size
2026-07-11T11:20:42.618424+00:00,"The best way to learn programming is, in my opinion,",17.1764,7.06,0.4483,True,gpt2,False,,8
2026-07-11T11:20:43.690049+00:00,Scientists recently discovered that (case #48),18.2479,20.55,0.6818,False,gpt2,False,,8
2026-07-11T11:20:43.698922+00:00,Scientists recently discovered that (case #49),18.2567,20.55,0.6818,True,gpt2,False,,8
2026-07-11T11:20:45.041467+00:00,The internet has changed how we (case #50),19.5985,16.21,0.5385,False,gpt2,False,,8
2026-07-11T11:20:46.038620+00:00,Renewable energy is important since (case #51),20.5956,21.74,0.7143,False,gpt2,False,,8
2026-07-11T11:20:46.052178+00:00,"In the future, machine learning models will, in my opinion,",20.6091,10.45,0.5385,True,gpt2-medium,False,,8
2026-07-11T11:20:46.067978+00:00,The best way to learn programming is,20.6249,7.06,0.4483,True,gpt2,False,,8
2026-07-11T11:20:46.076357+00:00,"A good leader should always, in my opinion,",20.6332,10.05,0.8,True,gpt2-medium,False,,8
2026-07-11T11:20:46.089735+00:00,"In the future, machine learning models will",20.6466,10.45,0.5385,True,gpt2-medium,False,,8
2026-07-11T11:20:46.097567+00:00,The best way to learn programming is,20.6543,7.06,0.4483,True,gpt2,False,,8
2026-07-11T11:20:46.111434+00:00,"Artificial intelligence will change the world by, in my opinion,",20.6681,3.07,0.75,True,gpt2-medium,False,,8
2026-07-11T11:20:46.119129+00:00,Artificial intelligence will change the world by,20.6758,3.07,0.75,True,gpt2-medium,False,,8
2026-07-11T11:20:46.182692+00:00,The key to writing clean code is,20.7393,19.02,0.6818,True,gpt2,False,,2
2026-07-11T11:20:47.745222+00:00,The history of computers began when (case #60),22.3018,13.04,0.5833,False,gpt2-medium,False,,2
2026-07-11T11:20:47.784703+00:00,The key to writing clean code is,0.0227,19.02,0.6818,True,gpt2,False,,8
2026-07-11T11:20:47.805407+00:00,Artificial intelligence will change the world by,0.0426,3.07,0.75,True,gpt2-medium,False,,8
2026-07-11T11:20:47.829239+00:00,The biggest challenge in software engineering is (case #63),0.0663,9.61,0.2273,True,gpt2,False,,8
2026-07-11T11:20:50.025256+00:00,Cities of the future will need to (case #64),2.2622,11.05,0.3871,False,gpt2,False,,8
2026-07-11T11:20:50.040040+00:00,"In the future, machine learning models will, in my opinion,",2.2769,10.45,0.5385,True,gpt2-medium,False,,8
2026-07-11T11:20:50.082056+00:00,A good leader should always,2.3188,10.05,0.8,True,gpt2-medium,False,,8
2026-07-11T11:20:50.100252+00:00,"In the future, machine learning models will, in my opinion,",2.337,10.45,0.5385,True,gpt2-medium,False,,8
2026-07-11T11:20:50.115223+00:00,A good leader should always,2.3519,10.05,0.8,True,gpt2-medium,False,,8
2026-07-11T11:20:50.132114+00:00,My favorite way to relax on weekends is (case #69),2.3687,11.2,0.375,True,gpt2,False,,8
2026-07-11T11:20:51.396767+00:00,The most important skill for a data analyst is (case #70),3.6333,17.83,0.8824,False,gpt2,False,,8
2026-07-11T11:20:53.180945+00:00,The history of computers began when (case #71),5.4174,12.08,0.3235,False,gpt2,False,,8
2026-07-11T11:20:55.674957+00:00,The recipe for a good cup of coffee is (case #72),7.9113,9.11,0.2093,False,gpt2,False,,8
2026-07-11T11:20:55.691705+00:00,"Artificial intelligence will change the world by, in my opinion,",7.928,3.07,0.75,True,gpt2-medium,False,,8
2026-07-11T11:20:57.332592+00:00,Scientists recently discovered that (case #74),9.5689,12.73,0.3333,False,gpt2,False,,8
2026-07-11T11:20:57.347578+00:00,Artificial intelligence will change the world by,9.5838,3.07,0.75,True,gpt2-medium,False,,8
2026-07-11T11:20:57.363828+00:00,The key to writing clean code is,9.6,19.02,0.6818,True,gpt2,False,,8
2026-07-11T11:20:57.402444+00:00,The key to writing clean code is,9.6386,19.02,0.6818,True,gpt2,False,,8
2026-07-11T11:20:57.418153+00:00,The key to writing clean code is,9.6542,19.02,0.6818,True,gpt2,False,,8
2026-07-11T11:20:57.447146+00:00,"In the future, machine learning models will, in my opinion,",9.6831,10.45,0.5385,True,gpt2-medium,False,,8
2026-07-11T11:20:57.476130+00:00,"The key to writing clean code is, in my opinion,",9.7121,19.02,0.6818,True,gpt2,False,,8
2026-07-11T11:20:57.507331+00:00,"In the future, machine learning models will",9.7432,10.45,0.5385,True,gpt2-medium,False,,8
2026-07-11T11:20:57.525360+00:00,"In the future, machine learning models will",9.7612,10.45,0.5385,True,gpt2-medium,False,,8
2026-07-11T11:20:59.626512+00:00,Scientists recently discovered that (case #83),11.8623,10.29,0.2045,False,gpt2,False,,8
2026-07-11T11:21:01.685791+00:00,The stock market moved today because (case #84),13.9215,10.48,0.2326,False,gpt2,False,,8
2026-07-11T11:21:01.702811+00:00,"Artificial intelligence will change the world by, in my opinion,",13.9385,3.07,0.75,True,gpt2-medium,False,,8
2026-07-11T11:21:01.726529+00:00,"Artificial intelligence will change the world by, in my opinion,",13.9621,3.07,0.75,True,gpt2-medium,False,,8
2026-07-11T11:21:01.758254+00:00,Scientists recently discovered that (case #87),13.9938,10.29,0.2045,True,gpt2,False,,8
2026-07-11T11:21:03.082513+00:00,Space exploration matters because (case #88),15.318,16.48,0.56,False,gpt2,False,,8
2026-07-11T11:21:03.096477+00:00,"In the future, machine learning models will",15.3319,10.45,0.5385,True,gpt2-medium,False,,8
2026-07-11T11:21:03.128747+00:00,"The key to writing clean code is, in my opinion,",15.3641,19.02,0.6818,True,gpt2,False,,8
2026-07-11T11:21:03.170601+00:00,A good leader should always,15.4059,10.05,0.8,True,gpt2-medium,False,,8
2026-07-11T11:21:03.185956+00:00,"In the future, machine learning models will",15.4212,10.45,0.5385,True,gpt2-medium,False,,8
2026-07-11T11:21:03.219783+00:00,Renewable energy is important since (case #93),15.455,21.74,0.7143,True,gpt2,False,,8
2026-07-11T11:21:03.238036+00:00,"A good leader should always, in my opinion,",15.4732,10.05,0.8,True,gpt2-medium,False,,8
2026-07-11T11:21:03.269082+00:00,"In the future, machine learning models will, in my opinion,",15.5042,10.45,0.5385,True,gpt2-medium,False,,8
2026-07-11T11:21:04.560374+00:00,The economy is likely to shift as (case #96),16.7954,16.35,0.6364,False,gpt2,False,,8
2026-07-11T11:21:04.576765+00:00,The best way to learn programming is,16.8118,7.06,0.4483,True,gpt2,False,,8
2026-07-11T11:21:05.767756+00:00,The role of a good manager is to (case #98),18.0027,18.69,0.7143,False,gpt2,False,,8
2026-07-11T11:21:07.541951+00:00,The biggest challenge in software engineering is (case #99),19.7768,11.56,0.2703,False,gpt2,False,,8
2026-07-11T11:21:07.555161+00:00,Artificial intelligence will change the world by,19.79,3.07,0.75,True,gpt2-medium,False,,8
2026-07-11T11:21:07.589595+00:00,A good leader should always,19.8244,10.05,0.8,True,gpt2-medium,False,,8
2026-07-11T11:21:07.608452+00:00,Artificial intelligence will change the world by,19.8432,3.07,0.75,True,gpt2-medium,False,,8
2026-07-11T11:21:07.629202+00:00,"The key to writing clean code is, in my opinion,",19.8639,19.02,0.6818,True,gpt2,False,,8
2026-07-11T11:21:07.662305+00:00,"A good leader should always, in my opinion,",19.8969,10.05,0.8,True,gpt2-medium,False,,8
2026-07-11T11:21:07.685435+00:00,The key to writing clean code is,19.92,19.02,0.6818,True,gpt2,False,,8
2026-07-11T11:21:08.992109+00:00,The best advice I ever received was (case #106),21.2266,16.73,0.5385,False,gpt2,False,,8
2026-07-11T11:21:09.004537+00:00,"The best way to learn programming is, in my opinion,",21.239,7.06,0.4483,True,gpt2,False,,8
2026-07-11T11:21:09.027111+00:00,"The best way to learn programming is, in my opinion,",21.2615,7.06,0.4483,True,gpt2,False,,8
2026-07-11T11:21:09.090151+00:00,The recipe for a good cup of coffee is (case #109),21.3245,9.11,0.2093,True,gpt2,False,,8
2026-07-11T11:21:09.163208+00:00,"In the future, machine learning models will",21.3975,10.45,0.5385,True,gpt2-medium,False,,8
2026-07-11T11:21:09.212404+00:00,The key to writing clean code is,21.4466,19.02,0.6818,True,gpt2,False,,8
2026-07-11T11:21:10.440835+00:00,Scientists recently discovered that (case #112),22.6742,17.11,0.5833,False,gpt2,False,,8
2026-07-11T11:21:10.454891+00:00,The recipe for a good cup of coffee is (case #113),22.6882,9.11,0.2093,True,gpt2,False,,8
2026-07-11T11:21:10.487986+00:00,"In the future, machine learning models will, in my opinion,",22.7212,10.45,0.5385,True,gpt2-medium,False,,8
2026-07-11T11:21:10.530172+00:00,A healthy morning routine includes (case #115),22.7631,13.17,0.4333,True,gpt2,False,,8
2026-07-11T11:21:10.575870+00:00,A good leader should always,22.8087,10.05,0.8,True,gpt2-medium,False,,8
2026-07-11T11:21:10.613457+00:00,The best advice I ever received was (case #117),22.8462,16.73,0.5385,True,gpt2,False,,8
2026-07-11T11:21:12.098044+00:00,Cities of the future will need to (case #118),24.3308,14.86,0.4483,False,gpt2,False,,8
2026-07-11T11:21:12.123424+00:00,Artificial intelligence will change the world by,24.3561,3.07,0.75,True,gpt2-medium,False,,8
2026-07-11T11:21:13.542562+00:00,The role of a good manager is to (case #120),25.7752,15.83,0.5185,False,gpt2,False,,8
2026-07-11T11:21:13.556485+00:00,Scientists recently discovered that (case #121),25.789,17.11,0.5833,True,gpt2,False,,8
2026-07-11T11:21:13.570249+00:00,My favorite way to relax on weekends is (case #122),25.8027,11.2,0.375,True,gpt2,False,,8
2026-07-11T11:21:13.597758+00:00,A good leader should always,25.8302,10.05,0.8,True,gpt2-medium,False,,8
2026-07-11T11:21:15.646871+00:00,The history of computers began when (case #124),27.8792,10.6,0.2439,False,gpt2,False,,8
2026-07-11T11:21:15.674265+00:00,"In the future, machine learning models will",27.9066,10.45,0.5385,True,gpt2-medium,False,,8
2026-07-11T11:21:15.727122+00:00,"The key to writing clean code is, in my opinion,",27.9594,19.02,0.6818,True,gpt2,False,,8
2026-07-11T11:21:17.665618+00:00,Scientists recently discovered that (case #127),29.8978,11.24,0.2381,False,gpt2,False,,8
2026-07-11T11:21:17.684409+00:00,"In the future, machine learning models will, in my opinion,",29.9165,10.45,0.5385,True,gpt2-medium,False,,8
2026-07-11T11:21:17.715373+00:00,The key to writing clean code is,29.9475,19.02,0.6818,True,gpt2,False,,8
2026-07-11T11:21:17.744124+00:00,Artificial intelligence will change the world by,29.9761,3.07,0.75,True,gpt2-medium,False,,8
2026-07-11T11:21:17.775231+00:00,"The best way to learn programming is, in my opinion,",30.0072,7.06,0.4483,True,gpt2,False,,8
2026-07-11T11:21:19.028469+00:00,Climate change is a serious problem because (case #132),31.2604,17.04,0.5833,False,gpt2,False,,8
2026-07-11T11:21:20.523952+00:00,Space exploration matters because (case #133),32.7558,14.81,0.5385,False,gpt2,False,,8
2026-07-11T11:21:22.053379+00:00,The internet has changed how we (case #134),34.2851,14.38,0.4194,False,gpt2,False,,8
2026-07-11T11:21:22.103749+00:00,The best advice I ever received was (case #135),34.3355,16.73,0.5385,True,gpt2,False,,8
2026-07-11T11:21:22.225861+00:00,The most important skill for a data analyst is (case #136),34.4575,17.83,0.8824,True,gpt2,False,,8
2026-07-11T11:21:22.274001+00:00,A good leader should always,34.5056,10.05,0.8,True,gpt2-medium,False,,8
2026-07-11T11:21:22.310123+00:00,"In the future, machine learning models will, in my opinion,",34.5417,10.45,0.5385,True,gpt2-medium,False,,8
2026-07-11T11:21:22.351446+00:00,The best way to learn programming is,34.5829,7.06,0.4483,True,gpt2,False,,8
2026-07-11T11:21:22.382083+00:00,The best way to learn programming is,34.6136,7.06,0.4483,True,gpt2,False,,8
2026-07-11T11:21:22.427510+00:00,A good leader should always,34.6589,10.05,0.8,True,gpt2-medium,False,,8
2026-07-11T11:21:22.461192+00:00,The key to writing clean code is,34.6926,19.02,0.6818,True,gpt2,False,,8
2026-07-11T11:21:25.458403+00:00,Learning a new language requires (case #143),37.6896,7.98,0.2381,False,gpt2,False,,8
2026-07-11T11:21:25.482076+00:00,"The key to writing clean code is, in my opinion,",37.7132,19.02,0.6818,True,gpt2,False,,8
2026-07-11T11:21:25.507440+00:00,"The best way to learn programming is, in my opinion,",37.7386,7.06,0.4483,True,gpt2,False,,8
2026-07-11T11:21:25.590501+00:00,The best way to learn programming is,37.8215,7.06,0.4483,True,gpt2,False,,8
2026-07-11T11:21:25.622527+00:00,"In the future, machine learning models will",37.8535,10.45,0.5385,True,gpt2-medium,False,,8
2026-07-11T11:21:25.646449+00:00,"The key to writing clean code is, in my opinion,",37.8774,19.02,0.6818,True,gpt2,False,,8
2026-07-11T11:21:25.668595+00:00,The best way to learn programming is,37.8995,7.06,0.4483,True,gpt2,False,,8
2026-07-11T11:21:25.681373+00:00,Artificial intelligence will change the world by,37.9122,3.07,0.75,True,gpt2-medium,False,,8
2026-07-11T11:21:25.702640+00:00,Renewable energy is important since (case #151),37.9334,21.74,0.7143,True,gpt2,False,,8
2026-07-11T11:21:25.722050+00:00,"In the future, machine learning models will",37.9528,10.45,0.5385,True,gpt2-medium,False,,8
2026-07-11T11:21:25.753711+00:00,The key to writing clean code is,37.9844,19.02,0.6818,True,gpt2,False,,8
2026-07-11T11:21:27.552415+00:00,Scientists recently discovered that (case #154),39.783,12.42,0.4483,False,gpt2,False,,8
2026-07-11T11:21:27.584442+00:00,"In the future, machine learning models will, in my opinion,",39.815,10.45,0.5385,True,gpt2-medium,False,,8
2026-07-11T11:21:29.023555+00:00,Renewable energy is important since (case #156),41.254,14.78,0.6087,False,gpt2,False,,8
2026-07-11T11:21:29.105773+00:00,Learning a new language requires (case #157),41.3362,7.98,0.2381,True,gpt2,False,,4
2026-07-11T11:21:29.210605+00:00,Climate change is a serious problem because (case #158),41.441,17.04,0.5833,True,gpt2,False,,4
2026-07-11T11:21:29.253258+00:00,The best way to learn programming is,41.4836,7.06,0.4483,True,gpt2,False,,4
2026-07-11T11:21:29.275999+00:00,"The key to writing clean code is, in my opinion,",41.5063,19.02,0.6818,True,gpt2,False,,4
